Speed 	 Time
0 	 0.01000070571899414
0 	 0.020002365112304688
0 	 0.03000497817993164
0 	 0.04000568389892578
0 	 0.05000591278076172
0 	 0.06000709533691406
0 	 0.07000994682312012
0 	 0.08001208305358887
0 	 0.09001517295837402
0 	 0.10001826286315918
0 	 0.11002039909362793
0 	 0.12002348899841309
0 	 0.13002538681030273
0 	 0.14002609252929688
0 	 0.15002727508544922
0 	 0.16002869606018066
0 	 0.17003130912780762
0 	 0.18003153800964355
0 	 0.1900320053100586
0 	 0.20003294944763184
0 	 0.21003460884094238
0 	 0.22003746032714844
0 	 0.2300400733947754
0 	 0.24004220962524414
0 	 0.2500443458557129
0 	 0.26004552841186523
0 	 0.270047664642334
0 	 0.28004956245422363
0 	 0.2900514602661133
0 	 0.3000516891479492
0 	 0.31005334854125977
0 	 0.320054292678833
0 	 0.33005666732788086
0 	 0.3400585651397705
0 	 0.35005879402160645
0 	 0.3600606918334961
0 	 0.37006258964538574
0 	 0.380063533782959
0 	 0.3900644779205322
0 	 0.400066614151001
0 	 0.4100677967071533
0 	 0.4200708866119385
0 	 0.4300720691680908
0 	 0.44007420539855957
0 	 0.4500744342803955
0 	 0.46007657051086426
0 	 0.4700777530670166
0 	 0.48007893562316895
0 	 0.490079402923584
0 	 0.5000810623168945
0 	 0.5100817680358887
0 	 0.5200824737548828
0 	 0.5300846099853516
0 	 0.5400848388671875
0 	 0.5500850677490234
0 	 0.5600855350494385
0 	 0.5700876712799072
0 	 0.5800893306732178
0 	 0.5900921821594238
0 	 0.6000933647155762
0 	 0.6100950241088867
0 	 0.6200978755950928
0 	 0.6301002502441406
0 	 0.6401011943817139
0 	 0.6501030921936035
0 	 0.6601047515869141
0 	 0.6701052188873291
0 	 0.6801061630249023
0 	 0.6901087760925293
0 	 0.7001111507415771
0 	 0.7101130485534668
0 	 0.72011399269104
0 	 0.7301156520843506
0 	 0.7401185035705566
0 	 0.7501206398010254
0 	 0.7601220607757568
0 	 0.7701239585876465
0 	 0.7801253795623779
0 	 0.7901260852813721
0 	 0.8001265525817871
0 	 0.8101282119750977
0 	 0.8201301097869873
0 	 0.830132007598877
0 	 0.8401339054107666
0 	 0.8501358032226562
0 	 0.8601365089416504
0 	 0.8701367378234863
0 	 0.8801381587982178
0 	 0.8901412487030029
0 	 0.9001419544219971
0 	 0.9101443290710449
0 	 0.9201457500457764
0 	 0.9301471710205078
0 	 0.9401500225067139
0 	 0.9501526355743408
0 	 0.9601547718048096
0 	 0.9701554775238037
0 	 0.9801559448242188
0 	 0.9901573657989502
0 	 1.0001592636108398
0 	 1.0101604461669922
0 	 1.0201630592346191
0 	 1.030165195465088
0 	 1.0401670932769775
0 	 1.0501694679260254
0 	 1.0601720809936523
0 	 1.070173740386963
0 	 1.080176591873169
0 	 1.0901784896850586
0 	 1.1001803874969482
0 	 1.1101820468902588
0 	 1.1201844215393066
0 	 1.1301846504211426
0 	 1.1401863098144531
0 	 1.150186538696289
0 	 1.1601881980895996
0 	 1.1701900959014893
0 	 1.1801929473876953
0 	 1.1901953220367432
0 	 1.2001967430114746
0 	 1.2101972103118896
0 	 1.2201974391937256
0 	 1.2301990985870361
0 	 1.2402012348175049
0 	 1.2502026557922363
0 	 1.2602043151855469
0 	 1.270207166671753
0 	 1.2802073955535889
0 	 1.2902090549468994
0 	 1.3002092838287354
0 	 1.3102097511291504
0 	 1.3202121257781982
0 	 1.3302135467529297
0 	 1.3402166366577148
0 	 1.3502168655395508
0 	 1.360217809677124
0 	 1.3702194690704346
0 	 1.380220651626587
0 	 1.3902220726013184
0 	 1.4002223014831543
0 	 1.4102225303649902
0 	 1.4202234745025635
0 	 1.4302246570587158
0 	 1.4402267932891846
0 	 1.4502289295196533
0 	 1.460230827331543
0 	 1.47023344039917
0 	 1.4802346229553223
0 	 1.490236759185791
0 	 1.500239372253418
0 	 1.510239839553833
0 	 1.5202422142028809
0 	 1.5302438735961914
0 	 1.540245771408081
0 	 1.5502476692199707
0 	 1.5602493286132812
0 	 1.5702519416809082
0 	 1.5802531242370605
0 	 1.5902550220489502
0 	 1.6002578735351562
0 	 1.6102592945098877
0 	 1.6202609539031982
0 	 1.630263328552246
0 	 1.6402661800384521
0 	 1.6502666473388672
0 	 1.6602668762207031
0 	 1.6702687740325928
0 	 1.6802704334259033
0 	 1.6902716159820557
0 	 1.700273036956787
0 	 1.7102751731872559
0 	 1.7202773094177246
0 	 1.7302777767181396
0 	 1.7402794361114502
0 	 1.7502803802490234
0 	 1.760282278060913
0 	 1.770282506942749
0 	 1.7802844047546387
0 	 1.790285587310791
0 	 1.8002877235412598
0 	 1.810288906097412
0 	 1.8202917575836182
0 	 1.8302936553955078
0 	 1.8402948379516602
0 	 1.8502976894378662
0 	 1.8602981567382812
0 	 1.8702995777130127
0 	 1.8803000450134277
0 	 1.8903005123138428
0 	 1.9003028869628906
0 	 1.910304307937622
0 	 1.9203059673309326
0 	 1.930307149887085
0 	 1.9403090476989746
0 	 1.9503092765808105
0 	 1.960310697555542
0 	 1.9703118801116943
0 	 1.9803128242492676
0 	 1.9903135299682617
0 	 2.0003137588500977
0 	 2.010316848754883
0 	 2.020317316055298
0 	 2.030318021774292
0 	 2.040318250656128
0 	 2.050321340560913
0 	 2.060324192047119
0 	 2.070327043533325
0 	 2.080329418182373
0 	 2.090329647064209
0 	 2.1003313064575195
0 	 2.1103339195251465
0 	 2.1203343868255615
0 	 2.130335807800293
0 	 2.1403374671936035
0 	 2.1503396034240723
0 	 2.1603424549102783
0 	 2.1703438758850098
0 	 2.180344820022583
0 	 2.190345525741577
0 	 2.2003464698791504
0 	 2.2103490829467773
0 	 2.220350503921509
0 	 2.230353593826294
0 	 2.2403552532196045
0 	 2.2503561973571777
0 	 2.2603564262390137
0 	 2.270359516143799
0 	 2.280360221862793
0 	 2.290360927581787
0 	 2.300363302230835
0 	 2.310365676879883
0 	 2.3203680515289307
0 	 2.330371141433716
0 	 2.3403737545013428
0 	 2.350376605987549
0 	 2.360377550125122
0 	 2.3703784942626953
0 	 2.380380630493164
0 	 2.390380859375
0 	 2.400381565093994
0 	 2.410384178161621
0 	 2.4203853607177734
0 	 2.430387020111084
0 	 2.440389633178711
0 	 2.4503910541534424
0 	 2.4603922367095947
0 	 2.4703941345214844
0 	 2.4803950786590576
0 	 2.4903979301452637
0 	 2.5004005432128906
0 	 2.5104024410247803
0 	 2.5204050540924072
0 	 2.5304081439971924
0 	 2.5404086112976074
0 	 2.550410509109497
0 	 2.5604116916656494
0 	 2.5704121589660645
0 	 2.580413579940796
0 	 2.590416431427002
0 	 2.6004176139831543
0 	 2.610419988632202
0 	 2.6204206943511963
0 	 2.6304209232330322
0 	 2.640423059463501
0 	 2.650425672531128
0 	 2.660428762435913
0 	 2.670431137084961
0 	 2.680432081222534
0 	 2.690434694290161
0 	 2.7004361152648926
0 	 2.710437536239624
0 	 2.720439910888672
0 	 2.730441093444824
0 	 2.7404427528381348
0 	 2.7504453659057617
0 	 2.7604477405548096
0 	 2.7704482078552246
0 	 2.7804503440856934
0 	 2.790452718734741
0 	 2.8004534244537354
0 	 2.8104538917541504
0 	 2.8204545974731445
0 	 2.830456495285034
0 	 2.8404595851898193
0 	 2.850461483001709
0 	 2.860463857650757
